,url,scheme,netloc,path,query,fragment,dir_1,dir_2,dir_3,dir_4,dir_5,last_dir,query_source,query_responsesOpen,query_sortBy,query_autoplay
1605,https://medium.com/business?source=post_page-----b3268dfe1fa9--------------------------------,https,medium.com,/business,source=post_page-----b3268dfe1fa9--------------------------------,,business,,,,,business,post_page-----b3268dfe1fa9--------------------------------,,,
1606,https://medium.com/about?autoplay=1&source=post_page-----b3268dfe1fa9--------------------------------,https,medium.com,/about,autoplay=1&source=post_page-----b3268dfe1fa9--------------------------------,,about,,,,,about,post_page-----b3268dfe1fa9--------------------------------,,,1
1607,https://themobilist.medium.com/?source=user_profile---------1----------------------------,https,themobilist.medium.com,/,source=user_profile---------1----------------------------,,,,,,,,user_profile---------1----------------------------,,,
1608,https://carlynbeccia.medium.com/?source=tag_archive---------8-----------------------,https,carlynbeccia.medium.com,/,source=tag_archive---------8-----------------------,,,,,,,,tag_archive---------8-----------------------,,,
1609,https://carlynbeccia.medium.com/the-price-of-pretty-researchers-found-women-who-invest-in-their-appearance-earn-more-a88185be086c?source=tag_archive---------8-----------------------,https,carlynbeccia.medium.com,/the-price-of-pretty-researchers-found-women-who-invest-in-their-appearance-earn-more-a88185be086c,source=tag_archive---------8-----------------------,,the-price-of-pretty-researchers-found-women-who-invest-in-their-appearance-earn-more-a88185be086c,,,,,the-price-of-pretty-researchers-found-women-who-invest-in-their-appearance-earn-more-a88185be086c,tag_archive---------8-----------------------,,,
1610,https://medium.com/the-narrative-arc?source=author_recirc-----55d97e7d8aac----2---------------------8c3e30cd_d977_4d9a_ab56_7517faf609f0-------,https,medium.com,/the-narrative-arc,source=author_recirc-----55d97e7d8aac----2---------------------8c3e30cd_d977_4d9a_ab56_7517faf609f0-------,,the-narrative-arc,,,,,the-narrative-arc,author_recirc-----55d97e7d8aac----2---------------------8c3e30cd_d977_4d9a_ab56_7517faf609f0-------,,,
1611,https://medium.com/in-fitness-and-in-health?source=read_next_recirc-----6b2262fedb3c----1---------------------924fa250_7f90_4183_bbd2_014cee3e0539-------,https,medium.com,/in-fitness-and-in-health,source=read_next_recirc-----6b2262fedb3c----1---------------------924fa250_7f90_4183_bbd2_014cee3e0539-------,,in-fitness-and-in-health,,,,,in-fitness-and-in-health,read_next_recirc-----6b2262fedb3c----1---------------------924fa250_7f90_4183_bbd2_014cee3e0539-------,,,
1612,https://medium.com/@JimTheAIWhisperer/how-to-create-a-pitch-deck-using-ai-5210de715f?source=user_profile---------1----------------------------,https,medium.com,/@JimTheAIWhisperer/how-to-create-a-pitch-deck-using-ai-5210de715f,source=user_profile---------1----------------------------,,@JimTheAIWhisperer,how-to-create-a-pitch-deck-using-ai-5210de715f,,,,how-to-create-a-pitch-deck-using-ai-5210de715f,user_profile---------1----------------------------,,,
1613,https://medium.com/the-generator/31-ai-prompts-better-than-rewrite-b3268dfe1fa9?source=user_profile---------0----------------------------,https,medium.com,/the-generator/31-ai-prompts-better-than-rewrite-b3268dfe1fa9,source=user_profile---------0----------------------------,,the-generator,31-ai-prompts-better-than-rewrite-b3268dfe1fa9,,,,31-ai-prompts-better-than-rewrite-b3268dfe1fa9,user_profile---------0----------------------------,,,
1614,https://kristennwalters.medium.com/?source=read_next_recirc-----c480775818d6----0---------------------1be305e9_6b38_4fdf_a71b_ef048a5a8300-------,https,kristennwalters.medium.com,/,source=read_next_recirc-----c480775818d6----0---------------------1be305e9_6b38_4fdf_a71b_ef048a5a8300-------,,,,,,,,read_next_recirc-----c480775818d6----0---------------------1be305e9_6b38_4fdf_a71b_ef048a5a8300-------,,,
